leg,trader,face,start,window,ret,dd,n_trades,passive,beat,events_n,regime_state,segment
L,COMPOSITE-CE-01,x1,2022-12-02,6m,0.035014,-0.0361,35,0.001804,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-02,12m,0.019796,-0.0593,73,-0.06309,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-02,24m,0.18051,-0.0593,157,0.118281,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-05,6m,0.049381,-0.0357,35,-0.005159,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-05,12m,0.030187,-0.058,73,-0.074152,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-05,24m,0.193321,-0.058,157,0.086831,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-06,6m,0.06075,-0.0355,36,0.004471,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-06,12m,0.040166,-0.0581,74,-0.080201,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-06,24m,0.204883,-0.0581,158,0.064771,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-07,6m,0.051887,-0.0358,36,0.008536,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-07,12m,0.03333,-0.0578,74,-0.075856,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-07,24m,0.198379,-0.0578,158,0.055205,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-08,6m,0.039286,-0.0361,35,0.019497,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-08,12m,0.02484,-0.0588,73,-0.084288,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-08,24m,0.189125,-0.0588,157,0.052799,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-09,6m,0.051254,-0.0358,35,0.022304,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-09,12m,0.028176,-0.0584,73,-0.08634,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-09,24m,0.196517,-0.0584,157,0.052091,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-12,6m,0.054015,-0.036,37,0.026371,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-12,12m,0.034161,-0.0581,74,-0.084751,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-12,24m,0.198816,-0.0581,158,0.05716,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-13,6m,0.046005,-0.0366,37,0.030387,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-13,12m,0.025755,-0.0597,73,-0.080663,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-13,24m,0.191099,-0.0597,157,0.061032,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-14,6m,0.042272,-0.0365,40,0.009185,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-14,12m,0.030178,-0.0592,75,-0.089725,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-14,24m,0.194795,-0.0592,158,0.045847,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-15,6m,0.047249,-0.0362,40,-0.004236,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-15,12m,0.039614,-0.0591,75,-0.084032,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-15,24m,0.199051,-0.0591,158,0.044979,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-16,6m,0.046226,-0.0362,38,0.008427,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-16,12m,0.039149,-0.059,74,-0.062377,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-16,24m,0.198432,-0.059,158,0.078626,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-19,6m,0.046244,-0.036,38,0.020796,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-19,12m,0.03511,-0.0583,75,-0.047634,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-19,24m,0.195227,-0.0583,159,0.086231,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-20,6m,0.042623,-0.0361,38,0.031232,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-20,12m,0.030216,-0.0582,74,-0.04476,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-20,24m,0.191934,-0.0582,158,0.1026,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-21,6m,0.049143,-0.036,37,0.039975,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-21,12m,0.027337,-0.0581,73,-0.049537,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-21,24m,0.196325,-0.0581,157,0.108852,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-22,6m,0.059134,-0.0358,37,0.04768,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-22,12m,0.031142,-0.0578,73,-0.058364,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-22,24m,0.199584,-0.0578,157,0.112558,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-23,6m,0.044131,-0.0365,34,0.053872,0,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-23,12m,0.015927,-0.0588,70,-0.064809,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-23,24m,0.186021,-0.0588,154,0.120558,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-26,6m,0.049236,-0.0365,32,0.038297,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-26,12m,0.021937,-0.0597,68,-0.08456,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-26,24m,0.195992,-0.0597,153,0.107522,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-27,6m,0.044064,-0.0362,33,0.02304,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-27,12m,0.025308,-0.0591,70,-0.089925,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-27,24m,0.189147,-0.0591,155,0.094379,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-28,6m,0.049176,-0.0359,33,0.022401,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-28,12m,0.032207,-0.0585,70,-0.090025,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-28,24m,0.20025,-0.0585,155,0.1091,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-29,6m,0.048706,-0.0363,35,0.026919,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-29,12m,0.038116,-0.0592,71,-0.077058,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-29,24m,0.201235,-0.0592,156,0.100746,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-30,6m,0.039781,-0.0364,36,0.030302,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-30,12m,0.025313,-0.059,72,-0.086767,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2022-12-30,24m,0.203657,-0.059,156,0.105663,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-03,6m,0.041613,-0.0361,36,0.015959,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-03,12m,0.033346,-0.0583,71,-0.093254,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-03,24m,0.209026,-0.0583,156,0.115419,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-04,6m,0.039964,-0.0364,34,0.031342,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-04,12m,0.022733,-0.0587,70,-0.094817,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-04,24m,0.203481,-0.0587,155,0.125819,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-05,6m,0.05072,-0.036,36,0.016124,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-05,12m,0.028962,-0.0582,73,-0.125377,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-05,24m,0.218756,-0.0582,159,0.119406,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-06,6m,0.043092,-0.0363,34,0.011197,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-06,12m,0.018871,-0.0591,70,-0.116969,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-06,24m,0.214349,-0.0591,156,0.115655,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-09,6m,0.055987,-0.036,35,0.002506,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-09,12m,0.032862,-0.0586,72,-0.125645,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-09,24m,0.221114,-0.0586,158,0.11993,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-10,6m,0.058811,-0.0361,35,0.002238,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-10,12m,0.030765,-0.0593,71,-0.142645,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-10,24m,0.218839,-0.0593,157,0.1153,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-11,6m,0.051738,-0.0362,36,-0.004943,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-11,12m,0.030719,-0.0587,72,-0.132058,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-11,24m,0.220415,-0.0587,158,0.124981,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-12,6m,0.052362,-0.036,38,-0.005697,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-12,12m,0.035085,-0.059,73,-0.1249,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-12,24m,0.216054,-0.059,158,0.127917,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-13,6m,0.040751,-0.0364,38,-0.01796,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-13,12m,0.022955,-0.0588,73,-0.121848,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-13,24m,0.206737,-0.0588,159,0.106509,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-16,6m,0.037873,-0.0365,38,-0.009425,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-16,12m,0.020638,-0.0589,73,-0.13974,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-16,24m,0.205921,-0.0589,160,0.106585,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-17,6m,0.040926,-0.0364,38,-0.012846,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-17,12m,0.024497,-0.0588,73,-0.151327,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-17,24m,0.209798,-0.0588,160,0.101878,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-18,6m,0.042107,-0.0366,39,-0.015564,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-18,12m,0.030662,-0.059,74,-0.16448,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-18,24m,0.210242,-0.059,160,0.119214,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-19,6m,0.037621,-0.0369,37,-0.00886,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-19,12m,0.028145,-0.0603,72,-0.183147,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-19,24m,0.208235,-0.0603,157,0.109363,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-20,6m,0.03162,-0.0377,38,-0.00873,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-20,12m,0.02248,-0.0613,72,-0.185584,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-20,24m,0.199523,-0.0613,157,0.090894,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-30,6m,0.038942,-0.0374,38,-0.01627,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-30,12m,0.040652,-0.051,72,-0.200481,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-30,24m,0.214402,-0.051,157,0.097582,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-01-31,6m,0.038102,-0.0372,36,-0.012279,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-31,12m,0.037917,-0.0507,71,-0.197826,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-01-31,24m,0.211678,-0.0507,157,0.106371,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-01,6m,0.026322,-0.037,38,-0.019049,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-01,12m,0.017032,-0.0599,72,-0.177672,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-01,24m,0.185317,-0.0599,158,0.064491,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-02,6m,0.02814,-0.0368,38,-0.015375,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-02,12m,0.01949,-0.0594,72,-0.167632,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-02,24m,0.18721,-0.0594,158,0.065568,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-03,6m,0.035548,-0.037,37,-0.018526,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-03,12m,0.043673,-0.0496,72,-0.154492,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-03,24m,0.205393,-0.0496,159,0.072927,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-06,6m,0.040614,-0.0368,37,-0.009372,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-06,12m,0.046217,-0.0494,73,-0.136054,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-06,24m,0.214479,-0.0494,159,0.090913,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-07,6m,0.035989,-0.0372,33,-0.014554,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-07,12m,0.042373,-0.0498,69,-0.137073,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-07,24m,0.214316,-0.0498,155,0.108265,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-08,6m,0.037875,-0.0369,33,-0.008178,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-08,12m,0.03358,-0.06,69,-0.126855,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-08,24m,0.207383,-0.06,155,0.106029,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-09,6m,0.028051,-0.0372,35,-0.037582,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-09,12m,0.028664,-0.0609,72,-0.129656,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-09,24m,0.199428,-0.0609,158,0.087863,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-10,6m,0.040907,-0.0367,35,-0.0351,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-10,12m,0.055504,-0.0496,72,-0.120106,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-10,24m,0.219739,-0.0496,157,0.093336,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-13,6m,0.039349,-0.0365,37,-0.043172,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-13,12m,0.052964,-0.0495,72,-0.127724,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-13,24m,0.221526,-0.0495,157,0.085987,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-14,6m,0.031555,-0.0365,36,-0.051286,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-14,12m,0.037704,-0.0592,72,-0.114663,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-14,24m,0.206344,-0.0592,157,0.078771,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-15,6m,0.031204,-0.0365,36,-0.041949,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-15,12m,0.03863,-0.0593,73,-0.125161,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-15,24m,0.220298,-0.0593,156,0.104673,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-16,6m,0.036269,-0.0362,36,-0.049737,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-16,12m,0.057864,-0.0478,73,-0.103719,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-16,24m,0.237796,-0.0478,157,0.109037,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-17,6m,0.036261,-0.0362,36,-0.04539,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-17,12m,0.050004,-0.0591,73,-0.083236,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-17,24m,0.227314,-0.0591,157,0.131679,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-20,6m,0.031343,-0.0363,37,-0.054453,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-20,12m,0.051236,-0.0591,73,-0.094444,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-20,24m,0.230513,-0.0591,158,0.110637,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-21,6m,0.028293,-0.037,36,-0.066395,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-21,12m,0.050267,-0.0604,73,-0.095326,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-21,24m,0.225518,-0.0604,158,0.105092,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-02-22,6m,0.03072,-0.0369,36,-0.050917,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-22,12m,0.052043,-0.0609,73,-0.091666,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-22,24m,0.21909,-0.0609,159,0.095112,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-23,6m,0.029454,-0.0367,35,-0.060125,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-23,12m,0.067519,-0.0495,73,-0.100733,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-23,24m,0.231441,-0.0495,158,0.098008,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-24,6m,0.016569,-0.0377,36,-0.044468,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-24,12m,0.057602,-0.06,74,-0.088722,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-24,24m,0.216789,-0.06,158,0.09902,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-27,6m,0.019356,-0.0379,36,-0.023262,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-27,12m,0.050975,-0.0593,74,-0.072893,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-27,24m,0.214816,-0.0593,159,0.105165,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-28,6m,0.023933,-0.0378,36,-0.024425,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-28,12m,0.051836,-0.059,74,-0.07141,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-02-28,24m,0.217885,-0.059,159,0.102507,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-01,6m,0.026657,-0.0377,36,-0.037748,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-01,12m,0.053416,-0.059,74,-0.082011,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-01,24m,0.224728,-0.059,161,0.086147,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-02,6m,0.023371,-0.0382,36,-0.031288,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-02,12m,0.050467,-0.0593,74,-0.080902,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-02,24m,0.220588,-0.0593,161,0.080368,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-03,6m,0.021972,-0.0391,37,-0.02607,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-03,12m,0.04447,-0.0615,74,-0.083817,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-03,24m,0.21993,-0.0615,160,0.078955,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-06,6m,0.020008,-0.0403,37,-0.032649,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-06,12m,0.043145,-0.0622,74,-0.075244,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-06,24m,0.217535,-0.0622,160,0.077812,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-07,6m,0.035861,-0.0378,37,-0.019529,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-07,12m,0.057891,-0.0512,74,-0.069792,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-07,24m,0.236838,-0.0512,160,0.0844,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-08,6m,0.038548,-0.0373,38,-0.030695,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-08,12m,0.066113,-0.051,75,-0.06426,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-08,24m,0.203611,-0.051,162,0.002845,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-09,6m,0.026988,-0.0386,37,-0.032697,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-09,12m,0.058906,-0.0598,75,-0.061714,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-09,24m,0.196838,-0.0598,162,0.011955,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-10,6m,0.025537,-0.0388,37,-0.01362,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-10,12m,0.052693,-0.0601,75,-0.059355,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-10,24m,0.207196,-0.0601,163,0.038713,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-13,6m,0.035764,-0.0366,37,-0.022103,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-13,12m,0.061577,-0.0491,75,-0.075902,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-13,24m,0.22952,-0.0491,163,0.056205,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-14,6m,0.02162,-0.0393,37,-0.024645,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-14,12m,0.049856,-0.0606,75,-0.070295,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-14,24m,0.220059,-0.0606,165,0.068055,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-15,6m,0.022018,-0.0391,33,-0.02614,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-15,12m,0.050678,-0.0603,71,-0.084183,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-15,24m,0.219339,-0.0603,161,0.071897,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-16,6m,0.017314,-0.04,36,-0.016144,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-16,12m,0.055614,-0.0617,71,-0.067099,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-16,24m,0.219874,-0.0617,162,0.077772,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-17,6m,0.007247,-0.0407,36,-0.024602,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-17,12m,0.052588,-0.0625,71,-0.070651,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-17,24m,0.213445,-0.0625,163,0.065691,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-20,6m,0.011402,-0.0376,38,-0.02573,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-20,12m,0.059649,-0.0517,74,-0.054603,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-20,24m,0.226412,-0.0517,166,0.072056,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-21,6m,0.009036,-0.0393,36,-0.041144,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-21,12m,0.057379,-0.0609,72,-0.070485,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-21,24m,0.225173,-0.0609,164,0.061534,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-22,6m,-0.001242,-0.0393,36,-0.053264,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-22,12m,0.054768,-0.0608,73,-0.079015,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-22,24m,0.214538,-0.0608,165,0.064319,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-23,6m,-0.008423,-0.0418,36,-0.046623,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-23,12m,0.05929,-0.0612,73,-0.094125,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-23,24m,0.216,-0.0612,164,0.057873,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-24,6m,-0.008763,-0.0422,36,-0.055131,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-24,12m,0.061668,-0.061,73,-0.092125,1,0,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-24,24m,0.21265,-0.061,166,0.055001,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2023-03-27,6m,-0.010425,-0.0465,36,-0.058719,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-27,12m,0.064265,-0.0612,73,-0.098541,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-27,24m,0.216303,-0.0612,166,0.052625,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-28,6m,-0.012932,-0.049,36,-0.050602,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-28,12m,0.059924,-0.0607,73,-0.095441,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-28,24m,0.219133,-0.0607,166,0.062589,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-29,6m,-0.011019,-0.0498,36,-0.05573,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-29,12m,0.071028,-0.0612,75,-0.114065,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-29,24m,0.221912,-0.0612,165,0.053208,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-30,6m,0.000215,-0.0397,36,-0.063052,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2023-03-30,12m,0.075083,-0.0511,77,-0.112682,1,1,GREEN,bull
