name,family,exit_regime,status,n_trades,oos_trades,annual_return,sharpe,max_drawdown,win_rate,oos_sharpe,oos_annual_return,oos_max_drawdown,i_bar,vi_bar,g1_pass,sleeve_tag,x2_full_sharpe,x2_oos_sharpe,max_corr,note
rand_default_p0.02_s16,random_baseline,default,ok,784,226,0.0291,0.3518,-0.0991,0.5587,0.3258,0.0176,-0.0874,,,,,,,,p=0.02 seed=44016
rand_default_p0.02_s17,random_baseline,default,ok,762,238,-0.0002,0.0451,-0.246,0.5486,0.0735,0.0026,-0.1133,,,,,,,,p=0.02 seed=44017
rand_default_p0.02_s18,random_baseline,default,ok,742,240,-0.0057,-0.0337,-0.2467,0.5418,1.1736,0.1018,-0.062,,,,,,,,p=0.02 seed=44018
rand_default_p0.02_s19,random_baseline,default,ok,812,241,0.0264,0.3127,-0.1895,0.5493,0.4652,0.0267,-0.0639,,,,,,,,p=0.02 seed=44019
rand_default_p0.02_s20,random_baseline,default,ok,748,228,-0.0275,-0.3062,-0.2915,0.5294,-0.3382,-0.0333,-0.1411,,,,,,,,p=0.02 seed=44020
rand_default_p0.02_s21,random_baseline,default,ok,798,224,0.0263,0.3844,-0.1728,0.5777,0.2795,0.0154,-0.0824,,,,,,,,p=0.02 seed=44021
rand_default_p0.02_s22,random_baseline,default,ok,811,241,0.0077,0.1455,-0.2034,0.5635,1.146,0.0876,-0.059,,,,,,,,p=0.02 seed=44022
rand_default_p0.02_s23,random_baseline,default,ok,808,234,-0.0184,-0.2174,-0.23,0.5532,0.0472,0.0004,-0.1278,,,,,,,,p=0.02 seed=44023
rand_default_p0.02_s24,random_baseline,default,ok,796,244,0.0016,0.0593,-0.1967,0.5791,0.8857,0.0691,-0.0737,,,,,,,,p=0.02 seed=44024
rand_default_p0.05_s25,random_baseline,default,ok,834,260,-0.0016,0.0177,-0.2451,0.548,0.771,0.0658,-0.0869,,,,,,,,p=0.05 seed=44025
rand_default_p0.05_s26,random_baseline,default,ok,846,255,0.0077,0.1488,-0.187,0.5591,0.8908,0.0625,-0.0653,,,,,,,,p=0.05 seed=44026
rand_default_p0.05_s27,random_baseline,default,ok,807,236,-0.0141,-0.1516,-0.2288,0.5527,0.3182,0.0236,-0.1167,,,,,,,,p=0.05 seed=44027
rand_default_p0.05_s28,random_baseline,default,ok,872,263,0.0194,0.2626,-0.3038,0.5757,1.4626,0.113,-0.0432,,,,,,,,p=0.05 seed=44028
rand_default_p0.05_s29,random_baseline,default,ok,851,270,0.05,0.5064,-0.1441,0.564,0.281,0.0148,-0.0683,,,,,,,,p=0.05 seed=44029
rand_default_p0.05_s30,random_baseline,default,ok,891,260,-0.0006,0.0315,-0.2845,0.5701,1.1519,0.0936,-0.0491,,,,,,,,p=0.05 seed=44030
rand_default_p0.05_s31,random_baseline,default,ok,871,259,-0.0124,-0.106,-0.3242,0.5488,0.5883,0.0541,-0.0631,,,,,,,,p=0.05 seed=44031
rand_default_p0.05_s32,random_baseline,default,ok,847,270,-0.0067,-0.0408,-0.2893,0.549,1.0735,0.1037,-0.0893,,,,,,,,p=0.05 seed=44032
rand_default_p0.05_s33,random_baseline,default,ok,901,245,0.0245,0.2563,-0.2649,0.5627,0.0935,0.0041,-0.071,,,,,,,,p=0.05 seed=44033
rand_default_p0.05_s34,random_baseline,default,ok,832,255,0.0119,0.1553,-0.2032,0.5361,0.021,-0.0014,-0.0871,,,,,,,,p=0.05 seed=44034
