股票代码,股票简称,净利润-净利润,净利润-同比增长,所处行业,最新公告日期
603863,松炀资源,-29237162.61,36.0170794105,造纸,2026-08-29
603860,中公高科,2593284.33,882.553006118,工程咨询服务Ⅱ,2026-08-29
603843,*ST正平,-150563729.39,-70.86,基础建设,2026-08-29
603839,安正时尚,74849539.86,238.94,服装家纺,2026-08-29
603833,欧派家居,441713407.8,-56.62,家居用品,2026-08-29
603819,神力股份,20088694.15,155.03,电机Ⅱ,2026-08-29
603815,交建股份,62206372.83,-44.73,基础建设,2026-08-29
603798,康普顿,43355451.04,-19.32,炼化及贸易,2026-08-29
603789,ST星农,-78682553.72,-92.2183497492,专用设备,2026-08-29
603776,永安行,-15352765.01,76.5519172059,摩托车及其他,2026-08-29
603755,日辰股份,29405767.04,-16.54,调味发酵品Ⅱ,2026-08-29
603738,泰晶科技,50682475.48,129.93,元件,2026-08-29
603737,三棵树,301087228.57,-30.92,装修建材,2026-08-29
603730,岱美股份,420303223.67,74.16,汽车零部件,2026-08-29
603729,ST龙韵,4860176.11,230.3051640114,广告营销,2026-08-29
603726,朗迪集团,165358137.81,82.38,家电零部件Ⅱ,2026-08-29
603725,天安新材,33480821.84,-46.15,家居用品,2026-08-29
603718,*ST海利,11453773.58,-37.19,医疗器械,2026-08-29
603717,天域生物,-54376311.09,-602.65,基础建设,2026-08-29
603712,七一二,-110836278.18,2.9774563268,军工电子Ⅱ,2026-08-29
603709,中源家居,3348936.13,135.0975037572,家居用品,2026-08-29
603686,福龙马,100557089.43,7.27,环境治理,2026-08-29
603660,苏州科达,-288043316.58,-32.8261700065,计算机设备,2026-08-29
603657,春光科技,-79482498.22,-1177.19,家电零部件Ⅱ,2026-08-29
603639,海利尔,124105138.21,-38.4,农化制品,2026-08-29
603629,利通电子,702413938.08,1275.15,消费电子,2026-08-29
603598,引力传媒,17532250.78,10.05,广告营销,2026-08-29
603578,三星新材,-39568783.36,-30.8839790129,家电零部件Ⅱ,2026-08-29
603577,汇金通,37105805.18,-39.62,电网设备,2026-08-29
603567,珍宝岛,-270974735.96,-246.12,中药Ⅱ,2026-08-29
603435,嘉德利,135800756.43,8.71,电子化学品Ⅱ,2026-08-29
603389,亚振家居,-16292648.33,47.1442253482,家居用品,2026-08-29
603377,ST东时,-195562899.4,-82.9611994431,教育,2026-08-29
603359,*ST东珠,-35893855.13,-276.29,基础建设,2026-08-29
603353,和顺石油,81550263.84,480.48,炼化及贸易,2026-08-29
603344,星德胜,67986376.91,-24.85,电机Ⅱ,2026-08-29
603333,福华尚纬,10582469.2,133.4634603369,电网设备,2026-08-29
603328,依顿电子,107781536.68,-58.65,元件,2026-08-29
603327,福蓉科技,68164020.42,64.39,消费电子,2026-08-29
603313,梦百合,5298393.59,-95.37,家居用品,2026-08-29
603308,应流股份,221241378.58,17.52,通用设备,2026-08-29
603289,泰瑞机器,9081507.56,-83.9,专用设备,2026-08-29
603270,金帝股份,67691975.86,-10.85,通用设备,2026-08-29
603267,鸿远电子,219362994.24,19.26,军工电子Ⅱ,2026-08-29
603266,天龙股份,45283275.32,-19.88,汽车零部件,2026-08-29
603235,天新药业,319324799.01,-10.31,化学制品,2026-08-29
603232,格尔软件,-61111400.02,15.9303856556,软件开发,2026-08-29
603229,奥翔药业,119840785.42,-29.23,化学制药,2026-08-29
603211,晋拓股份,18299157.7,-44.19,汽车零部件,2026-08-29
603201,常润股份,90612493.18,-15.55,汽车零部件,2026-08-29
603192,汇得科技,40436301.14,-18.82,化学制品,2026-08-29
603170,宝立食品,128474232.64,10.13,调味发酵品Ⅱ,2026-08-29
603169,兰石重装,-202976422.34,-5255.62,专用设备,2026-08-29
603159,上海亚虹,-3793743.69,-110.07,专用设备,2026-08-29
603139,康惠股份,9092450.98,122.6160105653,中药Ⅱ,2026-08-29
603127,昭衍新药,747517433.01,1126.8,医疗服务,2026-08-29
603123,翠微股份,-72040190.51,64.45,多元金融,2026-08-29
603117,万林物流,-1792059.57,-118.07,物流,2026-08-29
603115,海星股份,104238794.2,57.2,元件,2026-08-29
603089,正裕工业,-32767133.65,-127.65,汽车零部件,2026-08-29
603045,福达合金,309998351.66,1146.56,金属新材料,2026-08-29
603041,美思德,37608232.39,15.84,化学制品,2026-08-29
603035,常熟汽饰,116582135.2,-46.09,汽车零部件,2026-08-29
603027,千禾味业,200809927.02,15.8487555719,调味发酵品Ⅱ,2026-08-29
603018,华设集团,106298820.45,5.22,工程咨询服务Ⅱ,2026-08-29
603007,顺景科技,44555588.51,222.89,汽车零部件,2026-08-29
603000,人民网,21238559.14,511.5347678334,数字媒体,2026-08-29
601995,中金公司,8199268268.0,89.35,证券Ⅱ,2026-08-29
601992,金隅集团,-2171914414.74,-45.22,水泥,2026-08-29
601991,大唐发电,5509444000.0,20.31,电力,2026-08-29
601990,南京证券,795505224.63,28.16,证券Ⅱ,2026-08-29
601988,中国银行,123594000000.0,5.1049825242,银行Ⅱ,2026-08-29
601985,中国核电,3641153734.88,-35.74,电力,2026-08-29
601949,中国出版,15430703.51,-88.39,出版,2026-08-29
601939,建设银行,169564000000.0,4.62,银行Ⅱ,2026-08-29
601919,中远海控,13418920777.4,-23.48,航运港口,2026-08-29
601901,方正证券,2957339533.61,24.06,证券Ⅱ,2026-08-29
601882,海天精工,282921044.3,19.38,通用设备,2026-08-29
601881,中国银河,7797060907.51,20.18,证券Ⅱ,2026-08-29
601866,中远海发,1000360805.99,3.09,航运港口,2026-08-29
601860,紫金银行,942896000.0,3.33,银行Ⅱ,2026-08-29
601828,美凯龙,74859903.32,103.9398932032,一般零售,2026-08-29
601818,光大银行,18711000000.0,-24.01,银行Ⅱ,2026-08-29
601696,中银证券,746140880.49,32.05,证券Ⅱ,2026-08-29
601688,华泰证券,11691538976.32,54.87,证券Ⅱ,2026-08-29
601669,中国电建,3820703603.1,-29.56,基础建设,2026-08-29
601668,中国建筑,23000277000.0,-24.3,房屋建设Ⅱ,2026-08-29
601665,齐鲁银行,3173519000.0,16.06,银行Ⅱ,2026-08-29
601658,邮储银行,51503000000.0,4.6213537011,银行Ⅱ,2026-08-29
601616,广电电气,-28363155.27,-1310.8,电网设备,2026-08-29
601615,明阳智能,111190885.23,-81.77,风电设备,2026-08-29
601611,中国核建,556810247.63,-30.2,基础建设,2026-08-29
601456,国联民生,1415486949.09,25.57,证券Ⅱ,2026-08-29
601399,国机重装,261105402.76,8.12,专用设备,2026-08-29
601398,工商银行,173682000000.0,3.3187985937,银行Ⅱ,2026-08-29
601390,中国中铁,8655785000.0,-26.81,基础建设,2026-08-29
601330,绿色动力,464586896.22,23.16,环境治理,2026-08-29
601328,交通银行,47874000000.0,4.04,银行Ⅱ,2026-08-29
601326,秦港股份,1016003814.52,2.85,航运港口,2026-08-29
601319,中国人保,36745000000.0,38.5,保险Ⅱ,2026-08-29
601298,青岛港,2762411542.0,-2.8,航运港口,2026-08-29
601288,农业银行,146381000000.0,4.9250949753,银行Ⅱ,2026-08-29
601238,广汽集团,-4466859300.0,-75.98,乘用车,2026-08-29
601212,白银有色,80201082.5,136.9396186424,工业金属,2026-08-29
601187,厦门银行,1242656000.0,7.31,银行Ⅱ,2026-08-29
601186,中国铁建,8689842000.0,-18.8,基础建设,2026-08-29
601169,北京银行,15900000000.0,5.63,银行Ⅱ,2026-08-29
601108,财通证券,1899804918.0,75.38,证券Ⅱ,2026-08-29
601099,太平洋,143820115.37,19.14,证券Ⅱ,2026-08-29
601088,中国神华,28715000000.0,4.1,煤炭开采,2026-08-29
601021,春秋航空,1042273979.0,-10.81,航空机场,2026-08-29
601010,ST文峰,11030580.53,-82.82,一般零售,2026-08-29
601003,柳钢股份,76118324.74,-79.31,普钢,2026-08-29
600973,宝胜股份,131503838.79,97.68,电网设备,2026-08-29
600966,博汇纸业,77063052.4,-14.39,造纸,2026-08-29
600962,国投中鲁,1821158.98,-92.74,农产品加工,2026-08-29
600960,渤海汽车,-3089815.28,-101.02,汽车零部件,2026-08-29
600958,东方证券,4518471217.8,30.48,证券Ⅱ,2026-08-29
600881,亚泰集团,-481057389.99,41.54,综合Ⅱ,2026-08-29
600861,北京人力,410170480.26,-49.56,专业服务,2026-08-29
600859,王府井,54180863.92,-33.2,一般零售,2026-08-29
600827,百联股份,912821131.65,191.61,一般零售,2026-08-29
600822,上海物贸,10425352.03,-29.81,汽车服务,2026-08-29
600808,马钢股份,-69898789.0,6.5278234449,普钢,2026-08-29
600807,济高发展,-55859382.72,-19.6733180536,医疗器械,2026-08-29
600803,新奥股份,2087740000.0,-13.29,燃气Ⅱ,2026-08-29
600801,华新建材,1712791886.0,55.22,水泥,2026-08-29
600791,京能置业,-153675090.55,23.3346370114,房地产开发,2026-08-29
600789,鲁抗医药,138147236.4,29.31,化学制药,2026-08-29
600783,鲁信创投,195770510.03,-9.95,通用设备,2026-08-29
600780,通宝能源,391697008.71,24.66,电力,2026-08-29
600779,水井坊,-6222478.74,-105.9,白酒Ⅱ,2026-08-29
600764,中国海防,55348780.96,-41.48,航海装备Ⅱ,2026-08-29
600758,辽宁能源,-459647082.15,-3333.45,煤炭开采,2026-08-29
600754,锦江酒店,545090554.02,47.05,酒店餐饮,2026-08-29
600742,富维股份,190212218.38,-28.28,汽车零部件,2026-08-29
600733,北汽蓝谷,-1938348961.59,16.022398572,乘用车,2026-08-29
600732,爱旭股份,-753647529.15,-217.2489500095,光伏设备,2026-08-29
600718,东软集团,-288864150.0,-611.23,IT服务Ⅱ,2026-08-29
600715,文投控股,-19839905.79,-538.19,游戏Ⅱ,2026-08-29
600713,南京医药,294471241.89,1.1,医药商业,2026-08-29
600691,潞化科技,45891765.9,120.0737358366,农化制品,2026-08-29
600681,百川能源,145567968.55,-11.53,燃气Ⅱ,2026-08-29
600676,久事动娱,22141747.18,121.92,体育Ⅱ,2026-08-29
600658,电子城,-190522494.15,-27.2083039673,房地产开发,2026-08-29
600642,申能股份,1682722237.98,-18.97,电力,2026-08-29
600638,新黄浦,211837819.41,108.44,房地产开发,2026-08-29
600635,大众公用,249588564.0,-25.05,燃气Ⅱ,2026-08-29
600630,龙头股份,31313660.21,41.07,服装家纺,2026-08-29
600616,金枫酒业,-5762011.54,19.2542775549,非白酒,2026-08-29
600613,神奇制药,21965609.87,-33.05,化学制药,2026-08-29
600611,大众交通,-168312474.73,-321.3,铁路公路,2026-08-29
600606,绿地控股,-301734671.94,91.39,房地产开发,2026-08-29
600590,泰豪科技,88055275.05,-16.33,其他电源设备Ⅱ,2026-08-29
600587,新华医疗,285277175.78,-26.04,医疗器械,2026-08-29
600568,ST中珠,-42243750.39,-75.0147713294,医疗服务,2026-08-29
600566,济川药业,784225312.38,8.26,中药Ⅱ,2026-08-29
600559,老白干酒,261590005.96,-18.47,白酒Ⅱ,2026-08-29
600547,山东黄金,3543114145.74,26.17,贵金属,2026-08-29
600546,山煤国际,1009508495.07,54.13,煤炭开采,2026-08-29
600543,*ST莫高,-28570450.7,10.3377070712,非白酒,2026-08-29
600513,联环药业,10521803.08,126.2858739988,化学制药,2026-08-29
600512,腾达建设,85263400.83,-21.12,基础建设,2026-08-29
600503,华丽家族,-15888760.49,-52.5943390763,房地产开发,2026-08-29
600493,凤竹纺织,1293211.63,-83.73,纺织制造,2026-08-29
600469,风神股份,106347831.47,3.3,汽车零部件,2026-08-29
600436,片仔癀,1092974060.35,-24.22,中药Ⅱ,2026-08-29
600416,湘电股份,11365766.04,-93.97,电机Ⅱ,2026-08-29
600400,红豆股份,-94394046.14,2.5889403318,服装家纺,2026-08-29
600398,海澜之家,1487862698.0,-5.86,服装家纺,2026-08-29
600392,盛和资源,886615573.86,135.24,小金属,2026-08-29
600383,金地集团,-2752069258.68,25.6496705157,房地产开发,2026-08-29
600363,联创光电,166657439.0,-36.7,消费电子,2026-08-29
600358,国旅联合,-6214878.27,61.4537404007,广告营销,2026-08-29
600343,航天动力,-56892024.98,22.1982055791,通用设备,2026-08-29
600340,*ST华幸,-4691964035.23,31.2772850446,房地产开发,2026-08-29
600331,宏达股份,-25101708.1,66.5286372483,农化制品,2026-08-29
600322,津投城开,322763.91,100.0621799038,房地产服务,2026-08-29
600319,亚星化学,-65323347.83,32.3312526072,化学原料,2026-08-29
600307,酒钢宏兴,-216349632.46,66.6500675573,普钢,2026-08-29
600303,曙光股份,-127027786.11,12.5378840465,商用车,2026-08-29
600295,鄂尔多斯,1415710092.09,43.19,冶钢原料,2026-08-29
600287,苏豪时尚,11672997.62,-25.14,贸易Ⅱ,2026-08-29
600284,浦东建设,131628433.5,-42.08,基础建设,2026-08-29
600272,开开实业,22225004.25,88.33,医药商业,2026-08-29
600271,航天信息,-376941479.96,-24.7834136439,IT服务Ⅱ,2026-08-29
600258,首旅酒店,440736400.34,10.98,酒店餐饮,2026-08-29
600250,南京商旅,6433874.4,-18.94,旅游及景区,2026-08-29
600248,陕建股份,225709077.63,-78.55,房屋建设Ⅱ,2026-08-29
600246,万通发展,-214297593.88,-664.23,房地产开发,2026-08-29
600229,城市传媒,-22505300.91,-155.88,出版,2026-08-29
600199,金种子酒,-64838789.06,10.19,白酒Ⅱ,2026-08-29
600192,长城电工,-136091601.1,-21.33,电网设备,2026-08-29
600191,华资实业,36160753.52,722.6,农产品加工,2026-08-29
600188,兖矿能源,7149644000.0,47.75,煤炭开采,2026-08-29
600186,莲花控股,243599470.17,50.98,调味发酵品Ⅱ,2026-08-29
600185,珠免集团,34870669.3,112.7166286877,旅游零售Ⅱ,2026-08-29
600182,S佳通,70632731.55,24.42,汽车零部件,2026-08-29
600180,*ST瑞茂,-1061333429.25,-1963.9,物流,2026-08-29
600177,雅戈尔,2123072452.68,23.79,服装家纺,2026-08-29
600171,上海贝岭,114163872.93,-14.9,半导体,2026-08-29
600167,联美控股,333665560.77,-36.4,电力,2026-08-29
600166,福田汽车,905384252.54,16.54,商用车,2026-08-29
600165,宁科生物,-132468807.22,22.5329839581,化学制品,2026-08-29
600161,天坛生物,298910184.66,-52.75,生物制品,2026-08-29
600157,永泰能源,90561433.41,-28.08,电力,2026-08-29
600153,建发股份,988909561.37,17.62,物流,2026-08-29
600127,金健米业,-9579087.68,-182.13,农产品加工,2026-08-29
600126,杭钢股份,12526024.52,110.9675984536,普钢,2026-08-29
600104,上汽集团,5152318161.71,-14.38,乘用车,2026-08-29
600100,同方股份,-103158798.73,-170.95,计算机设备,2026-08-29
600097,开创国际,-30307992.85,-209.8,渔业,2026-08-29
600088,中视传媒,-27071965.45,-235.49,影视院线,2026-08-29
600082,ST海泰,-29520183.18,1.8046041282,房地产开发,2026-08-29
600073,光明肉业,106669767.4,-39.4,食品加工,2026-08-29
600072,中船科技,-520932928.27,9.2979902933,风电设备,2026-08-29
600039,四川路桥,3090743976.06,11.2,基础建设,2026-08-29
600037,歌华有线,213433040.15,2301.6330490644,电视广播Ⅱ,2026-08-29
600036,招商银行,76445000000.0,2.02,银行Ⅱ,2026-08-29
600029,南方航空,-3696000000.0,141.1,航空机场,2026-08-29
600026,中远海能,4544997780.82,143.21,航运港口,2026-08-29
600023,浙能电力,1502774049.57,-57.21,电力,2026-08-29
600021,上海电力,1001358672.84,-47.55,电力,2026-08-29
600016,民生银行,19537000000.0,-8.62,银行Ⅱ,2026-08-29
600015,华夏银行,9365000000.0,-18.35,银行Ⅱ,2026-08-29
301655,绿控传动,123358682.78,80.63,汽车零部件,2026-08-29
301600,慧翰股份,52506576.71,-44.04,计算机设备,2026-08-29
301529,福赛科技,72276741.61,14.19,汽车零部件,2026-08-29
301525,儒竞科技,25592961.32,-75.29,通用设备,2026-08-29
301520,万邦医药,137992.87,-99.49,医疗服务,2026-08-29
301510,固高科技,83737585.69,170.98,自动化设备,2026-08-29
301501,恒鑫生活,62057566.5,-50.49,家居用品,2026-08-29
301491,汉桑科技,53467520.21,-43.42,消费电子,2026-08-29
301487,盟固利,29918448.69,686.93,电池,2026-08-29
301459,丰茂股份,44448045.52,-26.52,橡胶,2026-08-29
301398,星源卓镁,-69707998.79,-322.41,汽车零部件,2026-08-29
301396,宏景科技,137094320.29,127.43,IT服务Ⅱ,2026-08-29
301388,欣灵电气,14563182.31,73.15,电网设备,2026-08-29
301379,天山电子,33602264.24,-54.73,光学光电子,2026-08-29
301370,国科恒泰,10706527.13,-79.45,医疗器械,2026-08-29
301356,天振股份,59906149.52,21.06,家居用品,2026-08-29
301355,南王科技,-12548842.99,-639.25,包装印刷,2026-08-29
301345,涛涛车业,540494930.59,57.94,摩托车及其他,2026-08-29
301339,通行宝,103550866.67,-3.2,计算机设备,2026-08-29
301306,西测测试,-57281990.07,5.17,军工电子Ⅱ,2026-08-29
301300,远翔新材,24322787.36,-39.47,橡胶,2026-08-29
301296,新巨丰,23605423.55,-59.99,包装印刷,2026-08-29
301269,华大九天,-45063425.02,-1568.86,软件开发,2026-08-29
301266,宇邦新材,68036906.36,88.94,光伏设备,2026-08-29
301257,普蕊斯,2591916.03,-95.21,医疗服务,2026-08-29
301239,普瑞眼科,88108788.54,500.71,医疗服务,2026-08-29
301235,华康洁净,13362934.21,-28.48,医疗器械,2026-08-29
301207,华兰疫苗,36443163.15,75.23,生物制品,2026-08-29
301189,奥尼电子,16814569.59,126.22,消费电子,2026-08-29
301182,凯旺科技,-73353637.73,-102.7,计算机设备,2026-08-29
301178,天亿马,2588333.74,-57.28,IT服务Ⅱ,2026-08-29
301168,通灵股份,3079273.62,-90.16,光伏设备,2026-08-29
301166,优宁维,-11795757.72,11.84,生物制品,2026-08-29
301159,三维天地,-36285759.53,40.1,软件开发,2026-08-29
301155,海力风电,-93449325.25,-145.55,风电设备,2026-08-29
301152,天力锂能,16298489.21,127.53,电池,2026-08-29
301151,冠龙节能,13262267.42,-29.02,通用设备,2026-08-29
301139,*ST元道,-54993286.13,-444.09,通信服务,2026-08-29
301127,武汉天源,77022515.85,-40.95,环境治理,2026-08-29
301126,达嘉维康,7256514.92,712.11,医药商业,2026-08-29
301125,腾亚精工,-14618132.98,-1606.67,通用设备,2026-08-29
301123,奕东电子,9158987.1,322.5,消费电子,2026-08-29
301108,洁雅股份,41663589.33,27.87,个护用品,2026-08-29
301105,鸿铭股份,-11843969.46,-255.75,专用设备,2026-08-29
301095,广立微,34777273.11,121.73,软件开发,2026-08-29
301087,可孚医疗,202263774.19,20.84,医疗器械,2026-08-29
301080,百普赛斯,98356181.4,17.36,生物制品,2026-08-29
301077,星华新材,67451744.17,-16.12,化学制品,2026-08-29
301073,君亭酒店,9503686.54,54.04,酒店餐饮,2026-08-29
301061,匠心家居,307553996.1,-28.79,家居用品,2026-08-29
301056,森赫股份,28063870.03,-21.04,专用设备,2026-08-29
301053,远信工业,25399786.23,84.53,专用设备,2026-08-29
301051,信濠光电,-114039073.71,46.84,消费电子,2026-08-29
301024,霍普股份,-20697875.54,-1.79,工程咨询服务Ⅱ,2026-08-29
301021,英诺激光,35150739.1,314.55,自动化设备,2026-08-29
301018,申菱环境,54045383.71,-64.07,通用设备,2026-08-29
301015,百洋医药,224667990.41,37.72,医药商业,2026-08-29
301009,可靠股份,-7908798.83,-127.97,个护用品,2026-08-29
301008,宏昌科技,34118342.11,113.74,家电零部件Ⅱ,2026-08-29
301004,嘉益股份,170255323.71,-44.1,家居用品,2026-08-29
300998,宁波方正,1351825.39,106.69,汽车零部件,2026-08-29
300994,久祺股份,23667807.9,-72.83,摩托车及其他,2026-08-29
300989,蕾奥规划,-48860222.37,-682.29,工程咨询服务Ⅱ,2026-08-29
300988,津荣天宇,67200959.35,10.88,专用设备,2026-08-29
300987,川网传媒,741108.11,-72.94,数字媒体,2026-08-29
300980,祥源新材,64223493.68,218.87,塑料,2026-08-29
300975,商络电子,503267644.83,493.25,元件,2026-08-29
300972,万辰集团,1209923284.45,156.58,休闲食品,2026-08-29
300945,曼卡龙,80654978.53,5.16,饰品,2026-08-29
300935,盈建科,-39334686.12,-21.49,软件开发,2026-08-29
300931,通用电梯,-17501281.66,2.19,专用设备,2026-08-29
